minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,0,0
240,2,0
270,1,0
300,0,0
330,2,1
360,1,1
390,1,1
420,2,0
450,4,0
480,8,0
510,15,0
540,28,0
570,34,0
574,34,0
600,34,0
630,35,0
660,34,0
690,39,1
720,44,8
750,46,15
780,45,22
810,51,31
840,39,26
870,53,39
900,62,0
930,62,0
960,59,0
990,56,0
1020,58,0
1050,55,0
1080,51,0
1110,52,1
1140,45,1
1170,46,4
1200,42,8
1230,43,11
1260,39,15
1290,32,18
1317,23,22
1320,22,18
1350,22,18
1380,23,0
1410,18,0
1440,8,0
1470,8,0
1500,9,0
1530,6,0
1560,1,0
1590,0,0
1620,0,0
1650,0,0
1680,0,0
1710,0,0
1740,1,0
1770,0,0
1800,2,2
1830,2,2
1839,2,2
1860,2,0
1890,5,0
1920,7,0
1950,14,0
1980,19,0
2010,21,0
2040,27,0
2070,27,0
2100,24,0
2130,29,0
2160,28,0
2190,30,4
2220,32,9
2250,27,14
2277,21,20
2280,22,17
2310,29,25
2340,41,0
2370,48,0
2400,44,0
2430,48,0
2460,51,0
2490,46,0
2520,44,0
2550,41,0
2580,38,0
2610,38,0
2640,34,2
2670,31,4
2700,27,6
2730,23,7
2760,9,4
2790,10,6
2800,10,5
2809,10,5
2820,10,0
2850,7,0
2880,1,0
2881,1,0
2910,1,0
2940,1,0
2970,1,0
3000,3,0
3030,2,0
3060,1,0
3090,0,0
3120,0,0
3150,1,0
3180,1,0
3210,3,3
3240,4,4
3270,7,7
3300,9,0
3330,11,0
3360,11,0
3390,25,0
3420,31,0
3450,39,0
3480,44,0
3506,46,0
3510,46,0
3540,41,0
3570,40,1
3600,40,4
3630,41,12
3660,46,20
3690,48,31
3720,45,45
3750,54,54
3780,63,0
3810,65,0
3840,62,0
3870,64,0
3879,68,0
3900,65,0
3930,65,0
3960,70,1
3990,69,4
4020,64,7
4050,62,13
4080,64,19
4110,62,29
4140,64,37
4152,64,38
4170,60,40
4200,43,28
4230,43,29
