minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,2,0
270,3,0
300,4,0
330,4,1
360,1,0
390,3,1
420,6,0
450,14,0
480,17,0
510,30,0
540,46,0
570,57,0
574,59,0
600,59,0
630,61,0
660,67,7
690,69,17
720,76,31
750,75,39
780,81,46
810,78,58
840,69,66
870,89,86
900,101,0
930,105,0
960,109,0
990,115,0
1020,113,5
1050,119,18
1080,116,28
1110,110,35
1140,109,42
1170,107,47
1200,107,55
1230,102,59
1260,97,64
1290,93,68
1317,77,73
1320,73,66
1350,73,67
1380,77,0
1410,70,0
1440,66,0
1470,64,0
1500,61,0
1530,56,0
1560,48,0
1590,45,0
1620,36,0
1650,30,0
1680,27,0
1710,18,0
1740,15,0
1770,6,0
1800,2,2
1830,3,3
1839,3,3
1860,4,0
1890,9,0
1920,12,0
1950,21,0
1980,28,0
2010,34,0
2040,43,0
2070,47,0
2100,46,0
2130,47,0
2160,52,9
2190,52,17
2220,51,23
2250,51,29
2277,38,35
2280,36,28
2310,47,38
2340,62,0
2370,64,0
2400,69,0
2430,80,0
2460,85,0
2490,87,0
2520,84,0
2550,80,0
2580,79,6
2610,74,12
2640,64,18
2670,58,20
2700,57,26
2730,45,28
2760,31,31
2790,33,33
2800,34,34
2809,34,34
2820,36,0
2850,28,0
2880,27,0
2881,27,0
2910,27,0
2940,27,0
2970,24,0
3000,24,0
3030,18,0
3060,13,0
3090,10,0
3120,6,0
3150,6,0
3180,4,0
3210,5,1
3240,2,2
3270,6,6
3300,8,0
3330,10,0
3360,14,0
3390,26,0
3420,32,0
3450,40,0
3480,47,0
3506,53,0
3510,53,0
3540,56,0
3570,55,3
3600,56,10
3630,65,27
3660,65,33
3690,58,43
3720,56,52
3750,66,62
3780,74,0
3810,66,0
3840,77,0
3870,85,0
3879,89,0
3900,92,0
3930,92,1
3960,96,4
3990,89,11
4020,95,29
4050,95,37
4080,91,43
4110,87,49
4140,84,57
4152,85,60
4170,79,62
4200,64,61
4230,64,61
4260,67,0
4261,67,0
4290,62,0
4320,53,0
4350,52,0
4380,52,0
4410,50,0
4440,42,0
4460,38,0
4470,38,0
4500,31,0
4516,26,0
4530,25,0
4560,18,0
4590,15,0
4620,9,0
4650,5,1
4680,2,2
4710,8,8
4739,13,13
4740,13,0
4770,15,0
4800,21,0
4830,39,0
4843,44,0
4860,51,0
4890,61,0
4920,72,0
4950,87,6
4980,94,21
5010,98,37
5040,104,56
5070,109,70
5092,110,74
5100,109,74
5130,101,80
5160,92,89
5184,99,96
5190,102,98
5220,116,0
5250,123,0
5280,126,2
5293,126,1
5310,124,10
5340,127,19
5370,125,22
5400,117,30
5430,120,42
5460,124,49
5490,122,57
5520,123,69
5550,122,80
5580,118,86
5610,112,90
5640,91,91
5653,91,91
5670,93,93
5700,94,0
5730,81,0
5760,77,0
5790,77,0
5820,72,0
5850,67,0
5880,57,0
5910,50,0
5917,49,0
5940,44,0
5970,41,0
6000,34,0
6030,28,0
6060,22,0
6090,12,2
6120,3,0
6150,7,3
6180,9,0
6210,10,0
6216,11,0
6240,12,0
6270,20,0
6292,24,0
6300,27,0
6330,31,0
6360,38,0
6390,40,0
6420,47,0
6450,47,0
6480,49,5
6510,47,10
6540,50,17
6570,46,25
6600,37,37
6612,38,38
6621,41,41
6630,43,43
6660,47,0
6690,52,0
6720,53,0
6750,63,0
6780,70,0
6810,69,0
6832,72,0
6840,69,0
6870,66,0
6900,61,3
6930,61,11
6960,58,16
6967,58,17
6990,58,22
7020,56,27
7050,46,31
7080,36,36
7110,37,37
7140,39,0
7170,34,0
