minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,0,0
240,1,0
270,2,0
300,1,0
330,3,1
360,1,1
390,3,3
420,6,0
450,13,0
480,15,0
510,28,0
540,44,0
570,54,0
574,56,0
600,51,0
630,51,0
660,62,5
690,64,15
720,71,27
750,71,36
780,71,44
810,77,56
840,67,65
870,87,84
900,99,0
930,101,1
960,102,3
990,106,9
1020,100,12
1050,105,28
1080,103,30
1110,101,37
1140,98,44
1170,100,51
1200,101,59
1230,100,64
1260,104,70
1290,91,75
1317,85,80
1320,80,71
1350,80,71
1380,84,0
1410,73,0
1440,65,0
1470,61,0
1500,53,0
1530,51,0
1560,39,0
1590,32,0
1620,24,0
1650,18,0
1680,8,0
1710,6,0
1740,1,0
1770,1,0
1800,2,0
1830,3,0
1839,3,0
1860,4,0
1890,9,0
1920,6,0
1950,15,0
1980,22,0
2010,29,0
2040,42,0
2070,42,0
2100,35,0
2130,42,1
2160,43,8
2190,41,14
2220,45,20
2250,43,26
2277,35,32
2280,33,26
2310,44,36
2340,59,0
2370,62,0
2400,61,0
2430,68,0
2460,75,0
2490,69,1
2520,66,0
2550,65,0
2580,61,5
2610,61,10
2640,61,19
2670,56,21
2700,54,27
2730,50,29
2760,32,25
2790,34,27
2800,35,28
2809,35,28
2820,37,0
2850,32,0
2880,21,0
2881,21,0
2910,21,0
2940,21,0
2970,13,0
3000,10,0
3030,6,0
3060,1,0
3090,0,0
3120,0,0
3150,1,0
3180,1,0
3210,3,1
3240,2,2
3270,6,6
3300,8,0
3330,9,0
3360,14,0
3390,26,0
3420,32,0
3450,38,0
3480,43,0
3506,42,0
3510,43,0
3540,47,1
3570,45,3
3600,46,9
3630,52,22
3660,50,26
3690,53,35
3720,48,48
3750,58,58
3780,66,0
3810,64,0
3840,64,0
3870,70,0
3879,72,0
3900,71,0
3930,74,1
3960,77,7
3990,71,8
4020,79,17
4050,77,28
4080,76,35
4110,74,42
4140,82,50
4152,81,54
4170,80,57
4200,59,59
4230,59,59
4260,61,1
4261,61,1
4290,51,0
4320,40,0
4350,40,0
4380,40,0
4410,30,0
4440,21,0
4460,17,0
4470,15,0
4500,8,0
4516,6,0
4530,5,0
4560,3,0
4590,2,0
4620,0,0
4650,1,1
4680,2,2
4710,8,8
4739,13,13
4740,13,0
4770,12,0
4800,16,0
4830,33,0
4843,37,0
4860,44,0
4890,52,0
4920,63,0
4950,76,8
4980,79,19
5010,87,34
5040,99,51
5070,102,63
5092,100,68
5100,100,68
5130,97,74
5160,86,81
5184,93,89
5190,96,91
5220,110,0
5250,114,5
5280,117,9
5293,116,11
5310,116,23
5340,118,28
5370,111,33
5400,110,39
5430,113,43
5460,112,58
5490,114,66
5520,117,80
5550,123,87
5580,127,93
5610,115,97
5640,98,95
5653,98,95
5670,100,97
5700,101,0
5730,85,0
5760,81,0
5790,72,0
5820,65,0
5850,55,1
5880,47,1
5910,40,1
5917,40,0
5940,33,0
5970,27,0
6000,21,0
6030,18,0
6060,14,0
6090,6,1
6120,2,2
6150,6,6
6180,8,0
6210,10,0
6216,10,0
6240,8,0
6270,15,0
6292,19,0
6300,22,0
6330,27,0
6360,33,0
6390,28,0
6420,33,0
6450,33,0
6480,36,4
6510,40,9
6540,43,16
6570,43,24
6600,36,23
6612,37,24
6621,40,26
6630,42,29
6660,46,0
6690,48,0
6720,44,0
6750,53,0
6780,61,0
6810,57,0
6832,59,1
6840,56,0
6870,57,1
6900,52,3
6930,49,8
6960,52,18
6967,50,16
6990,50,18
7020,53,25
7050,43,28
7080,33,26
7110,34,27
7140,36,0
7170,33,0
