minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,3,0
270,3,0
300,3,0
330,2,1
360,1,1
390,3,3
420,6,0
450,11,0
480,17,0
510,29,0
540,43,0
570,54,0
574,56,0
600,60,0
630,63,0
660,73,2
690,80,17
720,90,36
750,86,54
780,86,57
810,89,67
840,79,73
870,98,92
900,107,0
930,109,0
960,110,0
990,112,1
1020,118,6
1050,120,20
1080,119,23
1110,121,36
1140,118,41
1170,113,45
1200,108,56
1230,102,64
1260,102,73
1290,93,75
1317,81,80
1320,80,74
1350,80,74
1380,82,0
1410,69,0
1440,67,0
1470,66,0
1500,66,0
1530,60,0
1560,51,0
1590,41,0
1620,33,0
1650,30,0
1680,24,0
1710,18,0
1740,11,0
1770,8,0
1800,2,0
1830,3,1
1839,3,1
1860,3,0
1890,5,0
1920,8,0
1950,17,0
1980,24,0
2010,33,0
2040,44,0
2070,47,0
2100,49,0
2130,56,0
2160,65,11
2190,65,21
2220,63,31
2250,59,37
2277,51,44
2280,46,29
2310,58,41
2340,71,0
2370,75,0
2400,76,0
2430,82,0
2460,87,0
2490,85,0
2520,81,0
2550,80,0
2580,77,2
2610,74,11
2640,74,17
2670,62,23
2700,59,27
2730,55,31
2760,35,27
2790,36,27
2800,36,28
2809,36,27
2820,38,0
2850,29,0
2880,24,0
2881,24,0
2910,24,0
2940,24,0
2970,24,0
3000,21,0
3030,19,0
3060,11,0
3090,10,0
3120,10,0
3150,6,0
3180,5,0
3210,4,3
3240,4,4
3270,7,7
3300,10,0
3330,14,0
3360,18,0
3390,33,0
3420,39,0
3450,46,0
3480,57,0
3506,56,0
3510,56,0
3540,64,0
3570,60,4
3600,59,8
3630,65,22
3660,60,31
3690,62,40
3720,56,42
3750,65,51
3780,74,0
3810,75,0
3840,83,0
3870,85,0
3879,88,0
3900,92,0
3930,94,0
3960,99,6
3990,97,9
4020,96,24
4050,93,30
4080,89,40
4110,82,46
4140,84,53
4152,83,60
4170,78,61
4200,64,64
4230,64,64
4260,66,0
4261,66,0
4290,61,0
4320,50,0
4350,49,0
4380,48,0
4410,44,0
4440,36,0
4460,31,0
4470,30,0
4500,24,0
4516,21,0
4530,20,0
4560,16,0
4590,14,0
4620,10,0
4650,7,2
4680,4,4
4710,7,7
4739,12,12
4740,12,0
4770,16,0
4800,21,0
4830,44,0
4843,46,0
4860,53,0
4890,66,0
4920,76,0
4950,90,9
4980,95,20
5010,100,40
5040,107,56
5070,109,68
5092,109,80
5100,110,77
5130,110,87
5160,101,91
5184,107,97
5190,110,100
5220,125,1
5250,133,6
5280,136,11
5293,137,11
5310,141,16
5340,145,20
5370,136,25
5400,138,37
5430,133,40
5460,134,48
5490,134,67
5520,136,77
5550,132,84
5580,126,91
5610,120,94
5640,96,90
5653,97,91
5670,99,93
5700,100,0
5730,97,0
5760,88,0
5790,85,0
5820,83,0
5850,76,0
5880,65,0
5910,58,0
5917,57,0
5940,50,0
5970,46,0
6000,34,0
6030,29,1
6060,26,0
6090,18,2
6120,3,1
6150,7,5
6180,10,0
6210,14,0
6216,14,0
6240,17,0
6270,26,0
6292,29,0
6300,32,0
6330,36,0
6360,40,0
6390,42,0
6420,47,0
6450,52,1
6480,57,10
6510,57,17
6540,56,25
6570,53,35
6600,47,37
6612,48,38
6621,50,40
6630,53,43
6660,58,0
6690,59,0
6720,60,0
6750,65,0
6780,72,0
6810,75,0
6832,73,0
6840,68,0
6870,71,0
6900,67,3
6930,65,8
6960,65,14
6967,62,15
6990,55,19
7020,54,23
7050,51,28
7080,33,33
7110,34,34
7140,36,0
7170,35,0
