minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,2,0
270,3,0
300,4,0
330,4,1
360,1,0
390,3,1
420,5,0
450,10,0
480,16,0
510,30,0
540,45,0
570,54,0
574,57,0
600,59,0
630,63,0
660,72,0
690,78,8
720,79,24
750,77,32
780,72,41
810,69,53
840,64,44
870,82,59
900,89,0
930,92,0
960,97,0
990,104,0
1020,105,0
1050,106,1
1080,102,4
1110,103,10
1140,100,17
1170,99,25
1200,89,30
1230,79,35
1260,74,41
1290,63,45
1317,53,51
1320,51,46
1350,51,46
1380,55,1
1410,51,0
1440,45,0
1470,45,0
1500,44,0
1530,37,0
1560,28,0
1590,27,0
1620,22,0
1650,19,0
1680,15,0
1710,10,0
1740,10,0
1770,3,0
1800,3,3
1830,4,4
1839,4,4
1860,5,0
1890,9,0
1920,13,0
1950,25,0
1980,31,0
2010,36,0
2040,49,0
2070,51,0
2100,54,0
2130,64,3
2160,67,11
2190,64,22
2220,62,29
2250,55,34
2277,46,41
2280,41,25
2310,50,33
2340,63,0
2370,67,0
2400,78,0
2430,93,0
2460,96,0
2490,100,0
2520,95,0
2550,90,0
2580,87,8
2610,81,13
2640,81,22
2670,73,28
2700,68,35
2730,57,37
2760,39,28
2790,41,30
2800,42,31
2809,42,31
2820,43,0
2850,34,0
2880,31,0
2881,31,0
2910,30,0
2940,29,0
2970,26,0
3000,24,0
3030,23,0
3060,19,0
3090,15,0
3120,11,0
3150,8,0
3180,7,0
3210,5,0
3240,1,1
3270,6,6
3300,8,0
3330,13,0
3360,17,0
3390,31,0
3420,39,0
3450,42,0
3480,50,0
3506,51,0
3510,52,0
3540,60,0
3570,65,2
3600,62,7
3630,63,19
3660,61,27
3690,52,35
3720,47,39
3750,57,48
3780,65,0
3810,71,0
3840,75,0
3870,83,0
3879,86,0
3900,87,0
3930,87,0
3960,92,0
3990,85,0
4020,87,6
4050,83,15
4080,83,28
4110,76,33
4140,71,41
4152,67,41
4170,61,43
4200,46,41
4230,46,41
4260,48,0
4261,47,0
4290,42,0
4320,37,0
4350,36,0
4380,38,0
4410,34,0
4440,28,0
4460,25,0
4470,23,0
4500,19,0
4516,16,0
4530,15,0
4560,14,0
4590,10,0
4620,9,0
4650,4,1
4680,2,2
4710,8,8
4739,12,12
4740,12,0
4770,14,0
4800,19,0
4830,41,0
4843,44,0
4860,52,0
4890,64,0
4920,77,0
4950,88,3
4980,95,15
5010,100,32
5040,108,48
5070,107,61
5092,104,67
5100,102,67
5130,98,74
5160,87,83
5184,94,90
5190,97,93
5220,112,0
5250,125,0
5280,132,0
5293,132,1
5310,134,3
5340,134,9
5370,134,12
5400,130,23
5430,127,29
5460,124,39
5490,119,46
5520,118,55
5550,107,61
5580,103,68
5610,93,72
5640,75,64
5653,76,65
5670,78,66
5700,80,0
5730,77,0
5760,73,0
5790,69,0
5820,68,0
5850,61,0
5880,52,0
5910,41,0
5917,41,0
5940,37,0
5970,32,0
6000,27,0
6030,23,0
6060,20,0
6090,17,3
6120,4,0
6150,9,5
6180,12,0
6210,17,0
6216,18,0
6240,21,0
6270,28,0
6292,30,0
6300,34,0
6330,38,0
6360,43,0
6390,42,0
6420,44,0
6450,49,0
6480,56,9
6510,48,14
6540,50,19
6570,42,29
6600,41,38
6612,41,38
6621,44,41
6630,47,44
6660,53,0
6690,60,0
6720,61,0
6750,69,0
6780,77,0
6810,74,0
6832,74,0
6840,72,0
6870,74,0
6900,67,0
6930,66,6
6960,61,9
6967,57,9
6990,49,12
7020,48,17
7050,35,18
7080,23,11
7110,24,12
7140,26,0
7170,25,0
