minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,2,0
270,3,0
300,3,0
330,3,1
360,1,1
390,2,2
420,4,0
450,9,0
480,13,0
510,21,0
540,30,0
570,37,0
574,40,0
600,44,0
630,49,0
660,55,0
690,59,0
720,57,3
750,51,7
780,49,14
810,41,22
840,29,23
870,44,38
900,49,0
930,52,0
960,60,0
990,64,0
1020,66,0
1050,63,0
1080,63,0
1110,62,0
1140,56,0
1170,51,0
1200,47,0
1230,38,1
1260,30,4
1290,25,6
1317,12,9
1320,9,4
1350,9,4
1380,12,0
1410,10,0
1440,10,0
1470,10,0
1500,10,0
1530,6,0
1560,6,0
1590,6,0
1620,6,0
1650,4,0
1680,2,0
1710,3,0
1740,4,0
1770,2,0
1800,3,3
1830,4,4
1839,4,4
1860,5,0
1890,9,0
1920,11,0
1950,22,0
1980,26,0
2010,32,0
2040,42,0
2070,42,0
2100,43,0
2130,53,0
2160,58,6
2190,53,14
2220,51,18
2250,45,23
2277,29,27
2280,27,18
2310,34,25
2340,45,0
2370,51,0
2400,54,0
2430,63,0
2460,64,0
2490,63,0
2520,65,0
2550,58,0
2580,61,0
2610,61,0
2640,58,6
2670,51,11
2700,45,14
2730,33,16
2760,17,17
2790,18,18
2800,19,19
2809,19,19
2820,20,0
2850,16,0
2880,13,0
2881,13,0
2910,14,0
2940,14,0
2970,13,0
3000,12,0
3030,12,0
3060,11,0
3090,8,0
3120,6,0
3150,4,0
3180,4,0
3210,2,2
3240,3,3
3270,7,7
3300,9,0
3330,14,0
3360,15,0
3390,29,0
3420,37,0
3450,40,0
3480,49,0
3506,46,0
3510,48,0
3540,56,0
3570,60,1
3600,60,4
3630,63,17
3660,57,25
3690,52,32
3720,43,35
3750,53,44
3780,61,0
3810,71,0
3840,75,0
3870,82,0
3879,83,0
3900,86,0
3930,87,0
3960,89,0
3990,89,0
4020,81,4
4050,80,9
4080,82,22
4110,76,27
4140,69,35
4152,64,35
4170,56,37
4200,40,36
4230,40,35
