minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,0,0
240,2,0
270,1,0
300,0,0
330,2,1
360,1,1
390,3,3
420,6,0
450,10,0
480,15,0
510,27,0
540,42,0
570,49,0
574,50,0
600,56,0
630,57,0
660,64,5
690,72,20
720,82,36
750,80,47
780,86,55
810,89,67
840,79,67
870,98,87
900,108,0
930,104,0
960,111,6
990,104,10
1020,103,18
1050,110,35
1080,109,38
1110,100,42
1140,103,49
1170,100,57
1200,100,60
1230,102,66
1260,108,75
1290,106,78
1317,84,83
1320,83,79
1350,83,79
1380,85,0
1410,74,0
1440,63,0
1470,58,0
1500,55,0
1530,47,0
1560,40,0
1590,28,0
1620,22,0
1650,15,0
1680,7,0
1710,5,0
1740,5,0
1770,0,0
1800,2,2
1830,3,3
1839,3,3
1860,3,0
1890,5,0
1920,8,0
1950,17,0
1980,24,0
2010,33,0
2040,35,0
2070,37,0
2100,39,0
2130,41,3
2160,42,12
2190,44,21
2220,53,28
2250,51,32
2277,42,39
2280,41,31
2310,53,43
2340,66,0
2370,68,0
2400,71,0
2430,69,0
2460,72,0
2490,67,0
2520,65,0
2550,60,0
2580,55,4
2610,53,7
2640,52,13
2670,48,15
2700,48,21
2730,41,23
2760,27,22
2790,28,23
2800,28,22
2809,28,22
2820,30,0
2850,23,0
2880,12,0
2881,12,0
2910,12,0
2940,12,0
2970,6,0
3000,3,0
3030,2,0
3060,1,0
3090,0,0
3120,0,0
3150,1,0
3180,1,0
3210,3,2
3240,3,3
3270,6,6
3300,9,0
3330,10,0
3360,10,0
3390,25,0
3420,32,0
3450,39,0
3480,45,0
3506,45,0
3510,43,0
3540,42,0
3570,45,3
3600,41,9
3630,45,20
3660,53,27
3690,53,35
3720,51,41
3750,60,49
3780,69,0
3810,74,0
3840,70,0
3870,75,0
3879,77,0
3900,75,0
3930,74,2
3960,80,9
3990,74,8
4020,77,21
4050,78,26
4080,74,37
4110,78,44
4140,84,51
4152,85,55
4170,80,55
4200,58,55
4230,58,54
4260,60,0
4261,60,0
4290,53,0
4320,43,0
4350,43,0
4380,41,0
4410,31,0
4440,25,0
4460,22,0
4470,17,0
4500,9,0
4516,6,0
4530,5,0
4560,4,0
4590,3,0
4620,1,0
4650,2,0
4680,2,0
4710,5,1
4739,10,6
4740,10,0
4770,8,0
4800,13,0
4830,36,0
4843,38,0
4860,45,0
4890,55,0
4920,66,0
4950,74,3
4980,74,12
5010,88,31
5040,88,41
5070,92,56
5092,90,63
5100,90,63
5130,90,73
5160,87,87
5184,93,93
5190,96,96
5220,111,0
5250,118,4
5280,121,14
5293,120,19
5310,119,22
5340,120,29
5370,115,31
5400,114,41
5430,107,46
5460,111,56
5490,111,67
5520,115,77
5550,117,84
5580,123,88
5610,116,92
5640,94,86
5653,95,87
5670,97,91
5700,98,2
5730,84,2
5760,77,1
5790,71,2
5820,64,2
5850,62,3
5880,56,3
5910,47,2
5917,47,2
5940,42,5
5970,36,4
6000,28,3
6030,25,5
6060,24,5
6090,23,5
6120,6,3
6150,10,8
6180,13,0
6210,15,0
6216,14,0
6240,12,0
6270,19,0
6292,22,0
6300,25,0
6330,29,0
6360,32,0
6390,30,0
6420,34,1
6450,37,3
6480,42,11
6510,44,18
6540,51,27
6570,53,35
6600,47,29
6612,48,30
6621,50,32
6630,53,33
6660,58,0
6690,57,0
6720,51,0
6750,56,0
6780,57,0
6810,60,0
6832,62,1
6840,61,0
6870,51,3
6900,52,5
6930,55,11
6960,52,19
6967,51,20
6990,56,25
7020,57,32
7050,47,34
7080,39,32
7110,40,33
7140,42,0
7170,34,0
