minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,2,0
270,2,0
300,3,0
330,2,1
360,1,0
390,3,1
420,5,0
450,10,0
480,10,0
510,16,0
540,24,0
570,33,0
574,35,0
600,36,0
630,36,0
660,39,0
690,41,0
720,44,0
750,44,5
780,41,9
810,39,16
840,24,19
870,39,34
900,47,0
930,50,0
960,54,0
990,57,0
1020,61,0
1050,67,0
1080,65,0
1110,60,3
1140,57,1
1170,51,1
1200,56,5
1230,47,10
1260,45,14
1290,40,18
1317,25,22
1320,22,15
1350,22,15
1380,24,0
1410,20,0
1440,19,0
1470,19,0
1500,19,0
1530,19,0
1560,16,0
1590,11,0
1620,9,0
1650,10,0
1680,5,0
1710,5,0
1740,4,0
1770,1,0
1800,2,2
1830,3,3
1839,3,3
1860,3,0
1890,7,0
1920,6,0
1950,13,0
1980,19,0
2010,26,0
2040,32,0
2070,37,0
2100,35,0
2130,40,0
2160,43,0
2190,38,7
2220,37,13
2250,32,18
2277,25,24
2280,25,20
2310,34,29
2340,45,0
2370,49,0
2400,54,0
2430,61,0
2460,65,0
2490,68,0
2520,67,0
2550,63,0
2580,60,0
2610,59,1
2640,52,4
2670,39,4
2700,39,9
2730,30,11
2760,13,10
2790,15,12
2800,15,12
2809,15,12
2820,16,0
2850,10,0
2880,8,0
2881,8,0
2910,9,0
2940,9,0
2970,8,0
3000,7,0
3030,7,0
3060,6,0
3090,4,0
3120,2,0
3150,3,0
3180,3,0
3210,3,0
3240,1,1
3270,5,5
3300,7,0
3330,7,0
3360,14,0
3390,24,0
3420,29,0
3450,35,0
3480,41,0
3506,40,0
3510,41,0
3540,45,0
3570,46,0
3600,43,2
3630,52,14
3660,45,18
3690,48,26
3720,37,30
3750,47,40
3780,55,0
3810,56,0
3840,67,0
3870,75,0
3879,76,0
3900,81,0
3930,89,0
3960,87,0
3990,83,3
4020,85,18
4050,83,28
4080,83,35
4110,77,40
4140,75,48
4152,71,50
4170,68,52
4200,54,44
4230,54,45
4260,57,0
4261,57,0
4290,52,0
4320,47,0
4350,48,0
4380,49,0
4410,43,0
4440,39,0
4460,37,0
4470,36,0
4500,27,0
4516,26,0
4530,22,0
4560,19,0
4590,14,0
4620,6,0
4650,4,1
4680,2,2
4710,8,8
4739,13,13
4740,13,0
4770,16,0
4800,22,0
4830,41,0
4843,46,0
4860,54,0
4890,68,0
4920,81,0
4950,92,13
4980,98,29
5010,106,46
5040,120,67
5070,124,83
5092,121,86
5100,118,86
5130,116,94
5160,107,98
5184,115,105
5190,118,107
5220,132,0
5250,143,7
5280,144,14
5293,143,17
5310,144,25
5340,145,34
5370,139,39
5400,140,48
5430,142,62
5460,140,76
5490,144,85
5520,147,98
5550,145,106
5580,148,112
5610,139,116
5640,118,106
5653,119,110
5670,121,110
5700,123,0
5730,110,0
5760,104,0
5790,101,0
5820,93,0
5850,90,0
5880,83,0
5910,75,2
5917,73,2
5940,63,2
5970,60,3
6000,48,3
6030,44,7
6060,37,7
6090,23,10
6120,11,11
6150,17,17
6180,20,0
6210,21,0
6216,22,0
6240,25,0
6270,34,0
6292,38,0
6300,42,0
6330,47,0
6360,55,0
6390,58,1
6420,60,2
6450,63,10
6480,69,21
6510,65,30
6540,71,39
6570,66,48
6600,61,57
6612,62,59
6621,65,62
6630,70,66
6660,75,0
6690,78,0
6720,80,0
6750,87,0
6780,94,0
6810,92,3
6832,95,10
6840,93,11
6870,94,19
6900,94,25
6930,96,34
6960,95,45
6967,94,48
6990,93,52
7020,89,58
7050,78,62
7080,68,57
7110,69,56
7140,71,0
7170,57,0
7200,56,0
7230,54,0
7247,54,0
7260,54,0
7290,48,0
7320,43,0
7350,36,0
7369,32,0
7380,30,0
7410,26,0
7440,20,0
7470,16,0
7500,12,0
7530,5,0
7560,1,1
7590,3,3
7620,4,0
7650,3,0
7680,5,0
7710,11,0
7740,16,0
7770,27,0
7800,34,0
7830,43,0
7860,46,0
7890,44,0
7920,44,2
7950,46,10
7959,48,12
7980,52,19
7999,51,24
8010,50,25
8040,34,26
8070,44,35
8100,58,0
8119,62,0
8130,60,0
8160,60,0
8190,68,0
8220,75,0
8250,71,0
8280,76,0
8295,70,0
8310,70,0
8340,75,3
8370,71,12
8400,70,21
8430,58,19
8460,56,27
8490,48,29
8520,32,27
8550,36,31
8580,37,0
8610,34,0
8640,30,0
8670,33,0
8700,35,0
8730,37,0
8760,35,0
8790,29,0
8820,27,0
8850,22,0
8880,20,0
8910,15,0
8940,11,0
8946,10,0
8970,5,0
9000,2,1
9030,8,5
9060,11,0
9090,15,0
9120,19,0
9150,35,0
9180,51,0
9210,69,0
9222,74,0
9240,78,0
9270,93,18
9300,99,34
9330,109,54
9360,113,65
9390,120,82
9420,125,96
9450,127,114
9480,128,128
9510,140,140
9540,157,11
9570,164,27
9600,178,48
9620,179,54
9630,176,55
9633,177,59
9660,180,73
9690,183,82
9715,183,95
9720,180,95
9750,183,108
9780,187,121
9810,189,131
9840,196,144
9870,192,152
9900,192,158
9930,190,163
9960,165,159
9990,168,162
10020,177,39
10050,172,38
10080,162,40
10110,160,43
10140,149,40
10170,141,44
10200,132,49
10230,121,48
10260,117,50
10290,106,52
10320,97,51
10350,93,54
10380,89,55
10410,81,57
10440,58,45
10470,61,50
10500,65,0
10530,63,0
10532,64,0
10560,62,0
10590,77,0
10620,85,0
10650,85,0
10680,86,4
10710,90,9
10740,99,30
10770,96,41
10800,102,55
10824,104,63
10830,104,65
10860,112,78
10890,114,87
10920,95,83
10950,112,99
10962,114,103
10980,124,0
11010,127,0
11040,127,1
11070,137,23
11100,150,43
11130,151,46
11160,153,63
11190,150,66
11220,154,76
11250,145,84
11280,146,95
11310,147,105
11313,147,107
11340,148,114
11370,139,116
11400,122,116
11423,125,119
11430,126,120
11460,132,0
11490,122,0
11520,113,0
11550,115,0
11580,104,1
11610,98,2
11633,94,3
11640,93,5
11670,79,5
11700,64,5
11730,60,5
11760,50,5
11790,39,6
11820,38,7
11850,29,9
