minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,3,0
270,3,0
300,3,0
330,2,1
360,1,1
390,1,1
420,2,0
450,5,0
480,11,0
510,18,0
540,31,0
570,41,0
574,41,0
600,40,0
630,46,0
660,47,0
690,52,0
720,59,12
750,58,19
780,57,25
810,51,35
840,43,39
870,57,53
900,66,0
930,59,0
960,65,0
990,67,0
1020,70,0
1050,70,0
1080,69,0
1110,69,0
1140,67,0
1170,62,4
1200,57,10
1230,52,12
1260,48,15
1290,42,17
1317,25,21
1320,21,13
1350,21,13
1380,22,0
1410,15,0
1440,13,0
1470,13,0
1500,14,0
1530,12,0
1560,9,0
1590,7,0
1620,6,0
1650,6,0
1680,4,0
1710,2,0
1740,3,0
1770,1,0
1800,2,2
1830,2,2
1839,2,2
1860,2,0
1890,6,0
1920,7,0
1950,14,0
1980,19,0
2010,26,0
2040,31,0
2070,35,0
2100,35,0
2130,42,0
2160,42,0
2190,39,6
2220,38,11
2250,32,16
2277,25,22
2280,24,11
2310,31,18
2340,43,0
2370,47,0
2400,51,0
2430,58,0
2460,62,0
2490,58,0
2520,59,0
2550,57,0
2580,54,0
2610,54,1
2640,50,7
2670,50,11
2700,40,14
2730,33,15
2760,17,9
2790,18,10
2800,18,10
2809,18,10
2820,18,0
2850,16,0
2880,13,0
2881,13,0
2910,12,0
2940,11,0
2970,10,0
3000,11,0
3030,11,0
3060,8,0
3090,8,0
3120,5,0
3150,6,0
3180,7,0
3210,6,1
3240,2,2
3270,5,5
3300,7,0
3330,7,0
3360,12,0
3390,26,0
3420,31,0
3450,38,0
3480,45,0
3506,51,0
3510,51,0
3540,51,0
3570,53,1
3600,55,5
3630,49,16
3660,55,24
3690,50,32
3720,46,38
3750,55,47
3780,64,0
3810,64,0
3840,67,0
3870,73,0
3879,76,0
3900,76,0
3930,78,0
3960,83,0
3990,78,0
4020,79,11
4050,76,18
4080,69,24
4110,71,34
4140,64,39
4152,66,42
4170,63,43
4200,46,41
4230,46,42
4260,48,0
4261,48,0
4290,45,0
4320,40,0
4350,39,0
4380,39,0
4410,36,0
4440,31,0
4460,25,0
4470,23,0
4500,19,0
4516,18,0
4530,14,0
4560,12,0
4590,10,0
4620,6,0
4650,5,1
4680,3,3
4710,6,6
4739,11,11
4740,11,0
4770,13,0
4800,20,0
4830,43,0
4843,46,0
4860,53,0
4890,67,0
4920,78,0
4950,94,13
4980,94,23
5010,105,47
5040,113,62
5070,115,73
5092,113,81
5100,112,82
5130,115,91
5160,105,105
5184,112,112
5190,115,115
5220,131,0
5250,140,4
5280,143,17
5293,142,15
5310,141,25
5340,142,33
5370,134,39
5400,136,44
5430,133,55
5460,135,67
5490,139,82
5520,143,96
5550,143,99
5580,139,106
5610,125,109
5640,111,111
5653,112,112
5670,114,114
5700,116,0
5730,104,0
5760,96,0
5790,95,0
5820,90,0
5850,87,2
5880,76,3
5910,69,2
5917,68,2
5940,61,4
5970,54,4
6000,46,5
6030,40,10
6060,31,9
6090,27,12
6120,13,13
6150,18,18
6180,21,0
6210,23,0
6216,24,0
6240,26,0
6270,36,0
6292,38,0
6300,41,0
6330,47,0
6360,53,0
6390,56,0
6420,61,2
6450,61,13
6480,72,26
6510,71,34
6540,77,43
6570,71,52
6600,65,65
6612,66,66
6621,68,68
6630,71,71
6660,76,0
6690,81,0
6720,81,0
6750,90,0
6780,99,1
6810,95,3
6832,95,9
6840,94,10
6870,97,22
6900,93,27
6930,92,36
6960,91,41
6967,91,41
6990,89,44
7020,77,50
7050,76,54
7080,60,51
7110,61,53
7140,63,0
7170,58,0
7200,52,0
7230,51,0
7247,51,0
7260,50,0
7290,47,0
7320,41,0
7350,34,0
7369,32,0
7380,31,0
7410,25,0
7440,18,0
7470,15,0
7500,8,0
7530,3,0
7560,1,1
7590,3,3
7620,4,0
7650,3,0
7680,6,0
7710,12,0
7740,17,0
7770,29,0
7800,34,0
7830,42,0
7860,40,0
7890,41,0
7920,43,1
7950,46,8
7959,47,12
7980,49,20
7999,53,25
8010,47,26
8040,35,35
8070,45,45
8100,59,0
8119,64,0
8130,62,0
8160,61,0
8190,69,0
8220,73,0
8250,74,0
8280,73,0
8295,70,0
8310,69,0
8340,67,3
8370,66,10
8400,63,20
8430,60,21
8460,61,29
8490,51,31
8520,34,27
8550,38,31
8580,39,0
8610,31,0
8640,30,0
8670,32,0
8700,35,0
8730,36,0
8760,34,0
8790,29,0
8820,29,0
8850,25,0
8880,21,0
8910,18,0
8940,14,0
8946,12,0
8970,6,0
9000,2,2
9030,8,8
9060,11,0
9090,17,0
9120,19,0
9150,35,0
9180,50,0
9210,67,0
9222,72,0
9240,75,0
9270,97,13
9300,101,30
9330,107,47
9360,109,59
9390,118,77
9420,123,91
9450,133,109
9480,123,109
9510,135,118
9540,152,9
9570,158,20
9600,169,41
9620,169,47
9630,168,48
9633,169,50
9660,176,63
9690,176,73
9715,180,89
9720,178,89
9750,179,103
9780,184,118
9810,186,127
9840,187,140
9870,188,148
9900,191,155
9930,184,160
9960,162,149
9990,165,150
10020,174,30
10050,166,38
10080,161,39
10110,158,38
10140,146,35
10170,141,42
10200,129,44
10230,122,44
10260,109,49
10290,102,52
10320,95,52
10350,89,54
10380,84,54
10410,74,54
10440,55,49
10470,58,52
10500,62,1
10530,58,1
10532,59,1
10560,57,1
