minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,2,0
270,3,0
300,4,0
330,4,1
360,1,0
390,3,1
420,5,0
450,10,0
480,16,0
510,30,0
540,45,0
570,52,0
574,55,0
600,62,0
630,61,0
660,71,7
690,74,22
720,79,35
750,80,42
780,83,51
810,89,64
840,75,63
870,93,83
900,101,0
930,104,0
960,116,0
990,119,6
1020,122,16
1050,122,22
1080,115,30
1110,118,37
1140,114,48
1170,113,57
1200,106,60
1230,106,65
1260,104,71
1290,96,75
1317,83,81
1320,81,75
1350,81,72
1380,85,0
1410,80,0
1440,72,0
1470,73,0
1500,73,0
1530,68,0
1560,55,0
1590,47,0
1620,40,0
1650,34,0
1680,28,0
1710,22,0
1740,17,0
1770,11,0
1800,3,1
1830,4,2
1839,4,2
1860,5,0
1890,9,0
1920,12,0
1950,24,0
1980,30,0
2010,37,0
2040,48,0
2070,50,0
2100,50,0
2130,58,10
2160,64,20
2190,67,32
2220,67,39
2250,66,44
2277,53,51
2280,51,48
2310,60,57
2340,73,0
2370,79,0
2400,90,0
2430,102,0
2460,106,2
2490,104,8
2520,105,17
2550,97,21
2580,98,30
2610,96,38
2640,95,49
2670,94,57
2700,92,64
2730,82,66
2760,68,56
2790,70,60
2800,71,60
2809,71,59
2820,72,0
2850,64,0
2880,54,0
2881,54,0
2910,54,0
2940,52,0
2970,50,0
3000,47,0
3030,40,0
3060,37,0
3090,27,0
3120,22,0
3150,13,0
3180,11,0
3210,8,0
3240,1,0
3270,6,4
3300,8,0
3330,12,0
3360,15,0
3390,29,0
3420,36,0
3450,39,0
3480,46,0
3506,49,0
3510,50,0
3540,56,0
3570,60,4
3600,63,11
3630,66,26
3660,63,33
3690,61,41
3720,54,50
3750,64,60
3780,72,0
3810,75,0
3840,83,0
3870,88,0
3879,91,0
3900,93,0
3930,93,0
3960,100,9
3990,96,13
4020,97,27
4050,94,34
4080,95,46
4110,91,50
4140,90,58
4152,89,58
4170,85,62
4200,65,60
4230,65,60
4260,68,1
4261,68,1
4290,60,1
4320,53,0
4350,53,0
4380,53,0
4410,50,0
4440,42,0
4460,41,0
4470,36,0
4500,25,0
4516,25,0
4530,25,0
4560,18,0
4590,14,0
4620,11,0
4650,4,1
4680,2,2
4710,8,8
4739,12,12
4740,12,0
4770,14,0
4800,17,0
4830,38,0
4843,41,0
4860,49,0
4890,63,0
4920,75,0
4950,89,11
4980,96,27
5010,104,45
5040,109,63
5070,111,74
5092,114,80
5100,111,80
5130,112,87
5160,100,100
5184,107,107
5190,110,110
5220,125,0
5250,137,1
5280,142,13
5293,141,9
5310,143,18
5340,142,29
5370,139,34
5400,137,44
5430,133,52
5460,134,62
5490,132,69
5520,131,79
5550,126,86
5580,128,93
5610,122,97
5640,100,77
5653,101,77
5670,103,80
5700,105,0
5730,97,0
5760,86,0
5790,84,0
5820,82,0
5850,81,1
5880,70,1
5910,58,1
5917,57,2
5940,53,0
5970,50,1
6000,41,1
6030,34,2
6060,23,2
6090,19,4
6120,5,5
6150,10,10
6180,13,0
6210,16,0
6216,17,0
6240,19,0
6270,27,0
6292,29,0
6300,33,0
6330,38,0
6360,44,0
6390,43,0
6420,45,0
6450,48,1
6480,54,10
6510,51,17
6540,50,21
6570,47,30
6600,42,39
6612,42,39
6621,45,41
6630,48,44
6660,54,0
6690,61,0
6720,60,0
6750,71,0
6780,76,0
6810,74,0
6832,73,0
6840,72,0
6870,74,2
6900,67,5
6930,66,13
6960,65,18
6967,63,21
6990,57,22
7020,52,27
7050,47,28
7080,33,29
7110,34,30
7140,36,0
7170,33,0
