minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,2,0
270,3,0
300,4,0
330,4,1
360,1,1
390,3,1
420,6,0
450,14,0
480,17,0
510,30,0
540,46,0
570,60,0
574,62,0
600,63,0
630,69,0
660,74,0
690,76,12
720,79,28
750,76,38
780,75,45
810,76,60
840,71,71
870,91,91
900,102,0
930,105,0
960,108,0
990,112,0
1020,113,3
1050,122,12
1080,119,20
1110,115,31
1140,115,36
1170,109,43
1200,112,48
1230,97,53
1260,94,58
1290,91,64
1317,76,71
1320,71,58
1350,70,57
1380,74,0
1410,62,0
1440,54,0
1470,53,0
1500,52,0
1530,50,0
1560,43,0
1590,37,0
1620,29,0
1650,24,0
1680,24,0
1710,20,0
1740,12,0
1770,6,0
1800,2,2
1830,3,0
1839,3,0
1860,4,0
1890,10,0
1920,12,0
1950,21,0
1980,27,0
2010,34,0
2040,45,0
2070,45,0
2100,45,0
2130,49,0
2160,55,8
2190,56,14
2220,49,20
2250,53,28
2277,39,34
2280,35,29
2310,46,40
2340,61,0
2370,68,0
2400,73,0
2430,81,0
2460,88,0
2490,90,0
2520,87,0
2550,88,1
2580,84,6
2610,81,15
2640,76,19
2670,68,23
2700,61,29
2730,58,33
2760,36,25
2790,38,29
2800,39,29
2809,39,29
2820,41,0
2850,31,0
2880,27,0
2881,27,0
2910,25,0
2940,24,0
2970,23,0
3000,21,0
3030,19,0
3060,16,0
3090,13,0
3120,11,0
3150,9,0
3180,6,0
3210,6,2
3240,3,1
3270,7,4
3300,9,0
3330,12,0
3360,17,0
3390,29,0
3420,35,0
3450,43,0
3480,52,0
3506,52,0
3510,52,0
3540,61,0
3570,58,1
3600,60,8
3630,63,25
3660,60,31
3690,63,42
3720,55,36
3750,65,44
3780,73,0
3810,69,0
3840,75,0
3870,83,0
3879,87,0
3900,91,0
3930,96,0
3960,97,4
3990,94,7
4020,98,25
4050,96,34
4080,97,43
4110,93,49
4140,89,57
4152,89,61
4170,91,64
4200,66,57
4230,66,57
4260,69,0
4261,69,0
4290,65,0
4320,57,0
4350,57,0
4380,57,0
4410,52,0
4440,47,0
4460,46,0
4470,41,0
4500,31,0
4516,30,0
4530,27,0
4560,18,0
4590,14,0
4620,9,0
4650,6,1
4680,2,2
4710,8,3
4739,13,8
4740,13,0
4770,12,0
4800,20,0
4830,38,0
4843,43,0
4860,50,0
4890,61,0
4920,71,0
4950,86,7
4980,90,20
5010,98,41
5040,108,58
5070,114,79
5092,111,84
5100,106,81
5130,105,88
5160,100,95
5184,107,102
5190,109,104
5220,123,0
5250,128,1
5280,129,2
5293,130,6
5310,134,10
5340,135,19
5370,133,20
5400,129,29
5430,133,42
5460,132,50
5490,128,61
5520,133,72
5550,128,82
5580,122,90
5610,122,95
5640,96,68
5653,96,66
5670,98,68
5700,99,0
5730,87,0
5760,82,0
5790,80,0
5820,76,0
5850,69,0
5880,63,0
5910,55,0
5917,51,0
5940,41,0
5970,39,0
6000,31,0
6030,26,0
6060,20,0
6090,14,2
6120,3,0
6150,7,4
6180,9,0
6210,12,0
6216,13,0
6240,12,0
6270,20,0
6292,23,0
6300,26,0
6330,31,0
6360,39,0
6390,43,0
6420,49,0
6450,50,0
6480,54,4
6510,52,11
6540,48,19
6570,50,26
6600,38,28
6612,39,29
6621,42,31
6630,44,34
6660,48,0
6690,52,0
6720,55,0
6750,63,0
6780,71,0
6810,72,0
6832,74,0
6840,72,0
6870,71,0
6900,68,1
6930,68,8
6960,66,17
6967,66,16
6990,63,20
7020,58,26
7050,54,30
7080,35,23
7110,36,25
7140,38,0
7170,35,0
