minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,0,0
240,1,0
270,1,0
300,1,0
330,2,1
360,1,1
390,3,3
420,5,0
450,9,0
480,10,0
510,16,0
540,24,0
570,26,0
574,28,0
600,30,0
630,28,0
660,31,0
690,34,0
720,33,3
750,34,6
780,32,10
810,36,17
840,25,11
870,40,25
900,48,0
930,47,0
960,52,0
990,52,0
1020,55,0
1050,56,0
1080,53,0
1110,45,0
1140,41,0
1170,36,0
1200,38,3
1230,35,7
1260,30,10
1290,24,13
1317,20,17
1320,17,7
1350,17,6
1380,19,0
1410,13,0
1440,7,0
1470,7,0
1500,8,0
1530,4,0
1560,2,0
1590,1,0
1620,0,0
1650,1,0
1680,1,0
1710,0,0
1740,0,0
1770,0,0
1800,2,2
1830,3,3
1839,3,3
1860,3,0
1890,6,0
1920,6,0
1950,13,0
1980,19,0
2010,25,0
2040,29,0
2070,26,0
2100,27,0
2130,28,0
2160,30,0
2190,31,5
2220,32,11
2250,32,16
2277,26,22
2280,23,17
2310,32,26
2340,43,0
2370,42,0
2400,43,0
2430,50,0
2460,54,0
2490,52,0
2520,49,0
2550,45,0
2580,41,0
2610,35,0
2640,29,0
2670,23,0
2700,21,1
2730,11,3
2760,5,5
2790,7,7
2800,7,7
2809,7,7
2820,8,0
2850,4,0
2880,0,0
2881,0,0
2910,1,0
2940,1,0
2970,2,0
3000,3,0
3030,2,0
3060,0,0
3090,0,0
3120,0,0
3150,1,0
3180,1,0
3210,3,0
3240,1,1
3270,5,5
3300,7,0
3330,6,0
3360,11,0
3390,21,0
3420,26,0
3450,32,0
3480,35,0
3506,36,0
3510,35,0
3540,35,0
3570,38,0
3600,31,0
3630,34,8
3660,37,13
3690,37,20
3720,31,23
3750,41,33
3780,49,0
3810,50,0
3840,54,0
3870,62,0
3879,66,0
3900,63,0
3930,64,0
3960,67,1
3990,61,2
4020,64,11
4050,67,18
4080,61,25
4110,63,32
4140,65,38
4152,67,42
4170,64,44
4200,46,41
4230,46,41
