algoritmo,primerDia,dias,presupuestoMs,semilla,incidencias,planVigente,estado,minutoFinal,registrados,entregados,pendientes,incumplidos,paquetes,kilometros,costo,minutoPrimerIncumplimiento,tiempoMs,planificaciones,planesVerificados,sobregiros,maximoPlanMs,averias,mantenimientos
ALNS,2026-09-01,5,2000,20260924,false,true,CULMINADA,7200,795,775,20,0,4363,18542,119437.00,-1,815951,420,420,0,1950,0,0
