id,escenario,nivel,fraccion,variante,algoritmo,arranque,replica,semilla,presupuesto_ms,salto_min,primer_dia,commit,estado,minuto_final,pedidos_base,pedidos_instancia,pedidos_registrados,pedidos_entregados,pedidos_incumplidos,pedidos_pendientes,pct_cumplimiento,minuto_primer_incumplido,paquetes_entregados,costo_total,km_total,costo_por_pedido,llamadas,llamadas_fuera_presupuesto,ms_mediana,ms_p90,ms_max,v1_invalidas,v2_incoherentes,saturacion_almacenes_pct,tiempo_pared_s
5D_N3_ALNS-C_r02_KB-N3_ALNS-C_credtrue,5D,N3,0.75,ALNS-C,ALNS,calido,2,20260902,150,30,2026-09-01,?,CULMINADA,7200,1963,1512,1512,1486,4,22,99.732,897,5966,124621.000,21436,83.863,266,0,100.171,101.557,108.223,0,0,48.700,27.817
