id,escenario,nivel,fraccion,variante,algoritmo,arranque,replica,semilla,presupuesto_ms,salto_min,primer_dia,commit,estado,minuto_final,pedidos_base,pedidos_instancia,pedidos_registrados,pedidos_entregados,pedidos_incumplidos,pedidos_pendientes,pct_cumplimiento,minuto_primer_incumplido,paquetes_entregados,costo_total,km_total,costo_por_pedido,llamadas,llamadas_fuera_presupuesto,ms_mediana,ms_p90,ms_max,v1_invalidas,v2_incoherentes,saturacion_almacenes_pct,tiempo_pared_s
COLAPSO_COMPLETO_HGS_r01_G6_HGS_credtrue,COLAPSO,COMPLETO,1.0,HGS,HGS,constructivo,1,20260901,150,30,2026-01-01,?,COLAPSADA,42931,641,641,605,601,1,3,99.834,42931,3229,116977.000,19204,194.637,2683,0,100.013,100.260,116.614,0,0,10.200,241.435
