id,escenario,nivel,fraccion,variante,algoritmo,arranque,replica,semilla,presupuesto_ms,salto_min,primer_dia,commit,estado,minuto_final,pedidos_base,pedidos_instancia,pedidos_registrados,pedidos_entregados,pedidos_incumplidos,pedidos_pendientes,pct_cumplimiento,minuto_primer_incumplido,paquetes_entregados,costo_total,km_total,costo_por_pedido,llamadas,llamadas_fuera_presupuesto,ms_mediana,ms_p90,ms_max,v1_invalidas,v2_incoherentes,saturacion_almacenes_pct,tiempo_pared_s
COLAPSO_N4_TS_r01_KB-N4_TS-JERARQUICO_credtrue,COLAPSO,N4,rampa,TS,TS,constructivo,1,20260901,150,30,2026-09-01,?,COLAPSADA,13750,11315,10724,2987,2867,1,119,99.965,13750,11487,314326.000,53110,109.636,512,0,100.118,102.755,114.684,0,0,54.800,53.941
