id,escenario,nivel,fraccion,variante,algoritmo,arranque,replica,semilla,presupuesto_ms,commit,estado,minuto_final,pedidos_base,pedidos_instancia,pedidos_registrados,pedidos_entregados,pedidos_incumplidos,pedidos_pendientes,pct_cumplimiento,minuto_primer_incumplido,paquetes_entregados,costo_total,km_total,costo_por_pedido,llamadas,llamadas_fuera_presupuesto,ms_mediana,ms_p90,ms_max,v1_invalidas,v2_incoherentes,saturacion_almacenes_pct,tiempo_pared_s
5D_N1_ALNS-F_r03,5D,N1,0.25,ALNS-F,ALNS,constructivo,3,20260903,2000,539370b,CULMINADA,7200,1963,490,490,486,0,4,100.000,-1,1911,52141.000,9107,107.286,266,0,1950.128,1950.418,1953.541,0,0,14.400,476.586
