id,escenario,nivel,fraccion,variante,algoritmo,arranque,replica,semilla,presupuesto_ms,commit,estado,minuto_final,pedidos_base,pedidos_instancia,pedidos_registrados,pedidos_entregados,pedidos_incumplidos,pedidos_pendientes,pct_cumplimiento,minuto_primer_incumplido,paquetes_entregados,costo_total,km_total,costo_por_pedido,llamadas,llamadas_fuera_presupuesto,ms_mediana,ms_p90,ms_max,v1_invalidas,v2_incoherentes,saturacion_almacenes_pct,tiempo_pared_s
5D_N1_ALNS-C_r01,5D,N1,0.25,ALNS-C,ALNS,calido,1,20260901,2000,539370b,CULMINADA,7200,1963,499,499,496,0,3,100.000,-1,2126,57176.000,10024,115.274,266,0,1950.124,1950.385,1953.259,0,0,14.800,507.727
