id,escenario,nivel,fraccion,variante,algoritmo,arranque,replica,semilla,presupuesto_ms,commit,estado,minuto_final,pedidos_base,pedidos_instancia,pedidos_registrados,pedidos_entregados,pedidos_incumplidos,pedidos_pendientes,pct_cumplimiento,minuto_primer_incumplido,paquetes_entregados,costo_total,km_total,costo_por_pedido,llamadas,llamadas_fuera_presupuesto,ms_mediana,ms_p90,ms_max,v1_invalidas,v2_incoherentes,saturacion_almacenes_pct,tiempo_pared_s
5D_N2_HGS_r06,5D,N2,0.5,HGS,HGS,constructivo,6,20260906,2000,539370b,CULMINADA,7200,1963,978,978,966,4,8,99.588,2506,3867,90723.000,15110,93.916,266,0,1950.141,1950.400,1954.537,0,0,31.200,510.004
