id,escenario,nivel,fraccion,variante,algoritmo,arranque,replica,semilla,presupuesto_ms,commit,estado,minuto_final,pedidos_base,pedidos_instancia,pedidos_registrados,pedidos_entregados,pedidos_incumplidos,pedidos_pendientes,pct_cumplimiento,minuto_primer_incumplido,paquetes_entregados,costo_total,km_total,costo_por_pedido,llamadas,llamadas_fuera_presupuesto,ms_mediana,ms_p90,ms_max,v1_invalidas,v2_incoherentes,saturacion_almacenes_pct,tiempo_pared_s
COLAPSO_N4_HGS_r02,COLAPSO,N4,rampa,HGS,HGS,constructivo,2,20260902,2000,539370b,COLAPSADA,4250,11315,10758,733,669,1,63,99.851,4250,2478,59333.000,10024,88.689,152,0,1950.119,1950.345,1950.915,0,0,28.500,287.263
