id,escenario,nivel,fraccion,variante,algoritmo,arranque,replica,semilla,presupuesto_ms,commit,estado,minuto_final,pedidos_base,pedidos_instancia,pedidos_registrados,pedidos_entregados,pedidos_incumplidos,pedidos_pendientes,pct_cumplimiento,minuto_primer_incumplido,paquetes_entregados,costo_total,km_total,costo_por_pedido,llamadas,llamadas_fuera_presupuesto,ms_mediana,ms_p90,ms_max,v1_invalidas,v2_incoherentes,saturacion_almacenes_pct,tiempo_pared_s
COLAPSO_N4_ALNS-C_r09,COLAPSO,N4,rampa,ALNS-C,ALNS,calido,9,20260909,2000,539370b,COLAPSADA,5181,11315,10722,936,822,1,113,99.878,5181,3079,68935.000,11982,83.863,189,0,1950.158,1950.366,1953.129,0,0,33.900,349.812
