minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,2,0
270,3,0
300,3,0
330,2,1
360,1,1
390,3,3
420,5,0
450,11,0
480,17,0
510,28,0
540,42,0
570,56,0
574,58,0
600,67,0
630,77,0
660,94,6
690,95,18
720,100,36
750,90,41
780,86,49
810,86,63
840,74,66
870,90,82
900,100,0
930,101,0
960,110,0
990,117,0
1020,121,1
1050,126,5
1080,122,12
1110,116,17
1140,110,24
1170,103,27
1200,93,35
1230,91,41
1260,85,48
1290,74,52
1317,63,59
1320,59,45
1350,59,45
1380,64,1
1410,58,0
1440,50,0
1470,49,0
1500,47,0
1530,46,0
1560,41,0
1590,34,0
1620,31,0
1650,29,0
1680,27,0
1710,19,0
1740,16,0
1770,6,0
1800,0,0
1830,1,1
1839,1,1
1860,2,0
1890,4,0
1920,8,0
1950,18,0
1980,22,0
2010,28,0
2040,45,0
2070,50,0
2100,49,0
2130,62,1
2160,62,9
2190,62,20
2220,61,28
2250,56,32
2277,39,35
2280,37,21
2310,44,27
2340,55,0
2370,61,0
2400,65,0
2430,72,0
2460,82,0
2490,85,0
2520,82,0
2550,79,0
2580,80,4
2610,78,14
2640,80,24
2670,72,30
2700,71,37
2730,59,39
2760,42,42
2790,43,43
2800,43,43
2809,43,43
2820,43,0
2850,37,0
2880,32,0
2881,32,0
2910,33,0
2940,33,0
2970,34,0
3000,36,0
3030,35,0
3060,33,0
3090,30,0
3120,28,0
3150,23,0
3180,20,0
3210,12,0
3240,0,0
3270,4,2
3300,7,0
3330,11,0
3360,19,0
3390,29,0
3420,37,0
3450,48,0
3480,55,0
3506,57,0
3510,58,0
3540,65,0
3570,71,7
3600,75,16
3630,73,26
3660,71,36
3690,70,46
3720,58,58
3750,67,67
3780,77,0
3810,77,0
3840,87,0
3870,90,0
3879,93,0
3900,94,0
3930,96,0
3960,98,0
3990,98,1
4020,93,8
4050,90,16
4080,94,29
4110,84,35
4140,78,41
4152,74,43
4170,66,45
4200,49,35
4230,49,35
4260,49,0
4261,49,0
4290,47,0
4320,38,0
4350,38,0
4380,37,0
4410,37,0
4440,33,0
4460,30,0
4470,29,0
4500,28,0
4516,26,0
4530,25,0
4560,22,0
4590,22,0
4620,18,0
4650,15,2
4680,3,3
4710,8,8
4739,11,11
4740,11,0
4770,14,0
4800,16,0
4830,39,0
4843,45,0
4860,52,0
4890,64,0
4920,78,0
4950,92,1
4980,98,12
5010,100,28
5040,115,46
5070,107,59
5092,104,66
5100,104,67
5130,99,73
5160,81,72
5184,87,78
5190,90,81
5220,102,0
5250,114,0
5280,121,0
5293,120,0
5310,119,0
5340,124,1
5370,123,5
5400,118,10
5430,118,20
5460,118,29
5490,116,39
5520,116,49
5550,103,56
5580,98,61
5610,86,63
5640,66,66
5653,66,66
5670,66,66
5700,66,0
5730,64,0
5760,58,0
5790,58,0
5820,55,0
5850,52,0
5880,51,0
5910,46,0
5917,45,0
5940,39,0
5970,37,0
6000,33,0
6030,31,0
6060,26,0
6090,16,2
6120,3,0
6150,10,0
6180,13,0
6210,17,0
6216,17,0
6240,18,0
6270,25,0
6292,28,0
6300,32,0
6330,39,0
6360,50,0
6390,51,0
6420,52,0
6450,59,0
6480,69,14
6510,66,20
6540,61,27
6570,57,34
6600,45,40
6612,47,42
6621,49,44
6630,53,48
6660,59,0
6690,63,0
6720,61,0
6750,70,0
6780,77,0
6810,78,0
6832,82,0
6840,80,0
6870,77,0
6900,76,3
6930,81,11
6960,77,20
6967,70,20
6990,66,23
7020,64,28
7050,54,31
7080,36,29
7110,37,30
7140,38,0
7170,36,0
