minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,0,0
180,0,0
210,0,0
240,1,0
270,1,0
300,2,0
330,2,1
360,1,0
390,3,1
420,6,0
450,11,0
480,15,0
510,21,0
540,30,0
570,38,0
574,39,0
600,45,0
630,53,0
660,63,0
690,68,0
720,76,16
750,69,21
780,62,25
810,56,32
840,35,23
870,49,35
900,55,0
930,54,0
960,58,0
990,60,0
1020,65,0
1050,72,0
1080,65,0
1110,67,0
1140,68,0
1170,62,0
1200,66,6
1230,60,10
1260,50,16
1290,43,18
1317,26,20
1320,20,9
1350,20,9
1380,21,0
1410,21,0
1440,17,0
1470,18,0
1500,20,0
1530,19,0
1560,19,0
1590,16,0
1620,16,0
1650,15,0
1680,13,0
1710,12,0
1740,14,1
1770,6,1
1800,3,2
1830,4,3
1839,4,3
1860,5,0
1890,5,0
1920,9,0
1950,19,0
1980,24,0
2010,34,0
2040,41,0
2070,45,0
2100,47,0
2130,51,0
2160,51,3
2190,51,9
2220,50,19
2250,46,23
2277,31,26
2280,27,10
2310,34,15
2340,44,0
2370,48,0
2400,50,0
2430,56,0
2460,61,0
2490,64,0
2520,64,0
2550,62,0
2580,62,0
2610,62,1
2640,60,7
2670,51,11
2700,50,18
2730,42,20
2760,24,15
2790,24,15
2800,25,16
2809,25,16
2820,27,0
2850,24,0
2880,19,0
2881,19,0
2910,19,0
2940,18,0
2970,19,0
3000,19,0
3030,18,0
3060,18,0
3090,18,0
3120,15,0
3150,15,0
3180,15,0
3210,11,2
3240,3,1
3270,6,4
3300,9,0
3330,13,0
3360,16,0
3390,32,0
3420,40,0
3450,43,0
3480,51,0
3506,60,0
3510,61,0
3540,70,0
3570,75,8
3600,79,17
3630,73,27
3660,72,37
3690,76,48
3720,61,53
3750,69,61
3780,76,0
3810,71,0
3840,79,0
3870,81,0
3879,84,0
3900,81,0
3930,88,0
3960,95,0
3990,92,1
4020,95,11
4050,85,16
4080,83,26
4110,77,30
4140,72,36
4152,70,39
4170,65,41
4200,44,44
4230,44,44
