minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,0,0
180,0,0
210,0,0
240,1,0
270,2,0
300,3,0
330,3,0
360,0,0
390,1,1
420,1,0
450,3,0
480,4,0
510,15,0
540,27,0
570,36,0
574,36,0
600,41,0
630,46,0
660,58,0
690,65,0
720,71,8
750,64,12
780,54,17
810,60,28
840,37,31
870,49,43
900,57,0
930,54,0
960,61,0
990,68,0
1020,75,0
1050,74,0
1080,71,0
1110,74,0
1140,72,0
1170,70,2
1200,66,8
1230,50,10
1260,50,15
1290,32,16
1317,25,21
1320,21,10
1350,21,10
1380,22,0
1410,20,0
1440,21,0
1470,22,0
1500,24,0
1530,23,0
1560,23,0
1590,22,0
1620,20,0
1650,19,0
1680,17,0
1710,16,0
1740,16,0
1770,7,0
1800,3,3
1830,3,3
1839,3,3
1860,4,0
1890,10,0
1920,15,0
1950,24,0
1980,29,0
2010,35,0
2040,52,0
2070,57,0
2100,56,0
2130,61,2
2160,65,7
2190,63,18
2220,57,24
2250,55,27
2277,34,31
2280,33,29
2310,44,39
2340,54,0
2370,54,0
2400,60,0
2430,66,0
2460,73,0
2490,72,0
2520,77,0
2550,68,0
2580,73,0
2610,67,4
2640,67,11
2670,60,13
2700,55,20
2730,44,22
2760,26,26
2790,26,26
2800,27,27
2809,27,27
2820,28,0
2850,25,0
2880,18,0
2881,18,0
2910,19,0
2940,18,0
2970,17,0
3000,17,0
3030,17,0
3060,17,0
3090,14,0
3120,13,0
3150,12,0
3180,13,0
3210,8,1
3240,1,1
3270,5,5
3300,8,0
3330,8,0
3360,12,0
3390,24,0
3420,30,0
3450,42,0
3480,49,0
3506,57,0
3510,58,0
3540,62,0
3570,71,4
3600,68,10
3630,63,20
3660,61,28
3690,62,39
3720,49,49
3750,55,55
3780,65,0
3810,62,0
3840,73,0
3870,77,0
3879,79,0
3900,83,0
3930,88,0
3960,96,0
3990,92,0
4020,88,7
4050,86,16
4080,87,25
4110,68,28
4140,67,32
4152,66,34
4170,54,36
4200,40,40
4230,40,40
4260,43,0
4261,43,0
4290,40,0
4320,36,0
4350,36,0
4380,36,0
4410,36,0
4440,33,0
4460,31,0
4470,31,0
4500,28,0
4516,25,0
4530,25,0
4560,22,0
4590,20,0
4620,20,0
4650,17,0
4680,0,0
4710,5,0
4739,11,1
4740,11,0
4770,15,0
4800,18,0
4830,40,0
4843,45,0
4860,52,0
4890,66,0
4920,82,0
4950,96,10
4980,106,25
5010,117,43
5040,122,60
5070,123,73
5092,118,80
5100,116,82
5130,115,91
5160,107,94
