minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,2,0
270,2,0
300,2,0
330,1,1
360,1,1
390,3,3
420,5,0
450,7,0
480,8,0
510,16,0
540,27,0
570,37,0
574,38,0
600,45,0
630,47,0
660,56,0
690,64,0
720,66,7
750,61,13
780,52,16
810,50,24
840,30,24
870,43,36
900,50,0
930,55,0
960,58,0
990,62,0
1020,68,0
1050,73,0
1080,71,0
1110,73,0
1140,68,0
1170,72,2
1200,71,11
1230,60,14
1260,54,17
1290,43,20
1317,27,24
1320,24,21
1350,24,21
1380,25,0
1410,24,0
1440,22,0
1470,23,0
1500,24,0
1530,23,0
1560,23,0
1590,21,0
1620,20,0
1650,18,0
1680,15,0
1710,15,0
1740,17,0
1770,8,0
1800,3,3
1830,4,4
1839,4,4
1860,6,0
1890,9,0
1920,12,0
1950,21,0
1980,26,0
2010,33,0
2040,49,0
2070,55,0
2100,55,0
2130,58,0
2160,58,5
2190,54,13
2220,55,21
2250,41,24
2277,28,27
2280,27,27
2310,35,35
2340,45,0
2370,46,0
2400,54,0
2430,63,0
2460,63,0
2490,64,0
2520,62,0
2550,61,0
2580,59,0
2610,59,0
2640,56,4
2670,50,9
2700,49,15
2730,36,17
2760,20,20
2790,22,22
2800,23,23
2809,23,23
2820,24,0
2850,21,0
2880,18,0
2881,18,0
2910,19,0
2940,17,0
2970,16,0
3000,16,0
3030,16,0
3060,13,0
3090,13,0
3120,12,0
3150,11,0
3180,11,0
3210,10,2
3240,3,0
3270,7,2
3300,11,0
3330,14,0
3360,17,0
3390,30,0
3420,37,0
3450,49,0
3480,56,0
3506,58,0
3510,59,0
3540,66,0
3570,69,7
3600,69,15
3630,66,23
