minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,1,0
180,1,0
210,1,0
240,2,0
270,2,0
300,3,0
330,2,1
360,1,0
390,3,1
420,5,0
450,10,0
480,11,0
510,17,0
540,25,0
570,37,0
574,39,0
600,45,0
630,47,0
660,56,0
690,61,0
720,65,6
750,62,13
780,54,17
810,49,24
840,32,22
870,47,36
900,55,0
930,55,0
960,61,0
990,67,0
1020,69,0
1050,75,0
1080,77,0
1110,72,0
1140,71,0
1170,63,1
1200,65,7
1230,51,9
1260,50,13
1290,36,16
1317,24,20
1320,20,8
1350,20,8
1380,22,0
1410,19,0
1440,20,0
1470,20,0
1500,20,0
1530,20,0
1560,20,0
1590,19,0
1620,17,0
1650,16,0
1680,14,0
1710,13,0
1740,11,0
1770,4,0
1800,2,2
1830,3,3
1839,3,3
1860,3,0
1890,7,0
1920,9,0
1950,16,0
1980,22,0
2010,31,0
2040,41,0
2070,47,0
2100,49,0
2130,53,0
2160,57,3
2190,55,10
2220,52,16
2250,47,21
2277,32,27
2280,28,13
2310,37,21
2340,48,0
2370,52,0
2400,58,0
2430,66,0
2460,71,0
2490,73,0
2520,72,0
2550,74,0
2580,71,0
2610,68,3
2640,63,7
2670,51,8
2700,48,13
2730,36,15
2760,17,8
2790,19,9
2800,19,9
2809,19,9
2820,20,0
2850,19,0
2880,14,0
2881,14,0
2910,15,0
2940,15,0
2970,14,0
3000,16,0
3030,17,0
3060,15,0
3090,13,0
3120,10,0
3150,10,0
3180,11,0
3210,9,3
3240,4,0
3270,8,2
3300,10,0
3330,11,0
3360,17,0
3390,27,0
3420,32,0
3450,41,0
3480,49,0
3506,56,0
3510,57,0
3540,67,0
3570,66,0
3600,63,5
3630,64,21
3660,61,26
3690,58,34
3720,45,30
3750,55,40
3780,63,0
3810,65,0
3840,72,0
3870,82,0
3879,86,0
3900,85,0
3930,93,0
3960,96,0
3990,93,2
4020,100,14
4050,97,23
4080,95,28
4110,78,33
4140,78,41
4152,73,43
4170,65,45
4200,47,43
4230,47,43
