minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,0,0
180,0,0
210,0,0
240,1,0
270,2,0
300,3,0
330,3,0
360,0,0
390,1,1
420,1,0
450,3,0
480,4,0
510,15,0
540,27,0
570,36,0
574,36,0
600,41,0
630,46,0
660,58,0
690,63,0
720,68,7
750,63,11
780,53,16
810,57,27
840,36,25
870,48,35
900,56,0
930,55,0
960,60,0
990,64,0
1020,70,0
1050,68,0
1080,71,0
1110,71,0
1140,68,0
1170,69,1
1200,66,7
1230,55,9
1260,51,14
1290,36,15
1317,27,20
1320,20,8
1350,20,8
1380,21,0
1410,22,0
1440,18,0
1470,19,0
1500,21,0
1530,19,0
1560,19,0
1590,17,0
1620,16,0
1650,16,0
1680,15,0
1710,11,0
1740,13,0
1770,5,0
1800,3,0
1830,3,0
1839,3,0
1860,4,0
1890,10,0
1920,14,0
1950,23,0
1980,28,0
2010,33,0
2040,51,0
2070,53,0
2100,52,0
2130,60,1
2160,61,7
2190,63,17
2220,55,23
2250,51,26
2277,31,30
2280,32,28
2310,43,39
2340,53,0
2370,53,0
2400,57,0
2430,66,0
2460,70,0
2490,73,0
2520,73,0
2550,74,0
2580,77,3
2610,72,8
2640,69,15
2670,58,18
2700,60,25
2730,44,27
2760,31,28
2790,31,28
2800,32,29
2809,32,29
2820,33,0
2850,30,0
2880,25,0
2881,25,0
2910,26,0
2940,24,0
2970,22,0
3000,23,0
3030,24,0
3060,22,0
3090,21,0
3120,16,0
3150,15,0
3180,16,0
3210,10,0
3240,0,0
3270,4,0
3300,7,0
3330,8,0
3360,12,0
3390,24,0
3420,31,0
3450,43,0
3480,48,0
3506,56,0
3510,57,0
3540,65,0
3570,68,6
3600,64,11
3630,62,21
3660,62,29
3690,60,40
3720,50,50
3750,56,56
3780,66,0
3810,64,0
3840,72,0
3870,78,0
3879,79,0
3900,80,0
3930,85,0
3960,95,0
3990,88,1
4020,92,9
4050,88,19
4080,88,28
4110,77,31
4140,70,35
4152,68,37
4170,63,39
4200,43,33
4230,43,33
4260,46,0
4261,46,0
4290,39,0
4320,38,0
4350,37,0
4380,38,0
4410,37,0
4440,35,0
4460,34,0
4470,33,0
4500,28,0
4516,28,0
4530,27,0
4560,25,0
4590,21,0
4620,20,0
4650,9,1
4680,1,0
4710,6,4
4739,12,9
4740,12,0
4770,16,0
4800,20,0
4830,42,0
4843,47,0
4860,56,0
4890,71,0
4920,85,0
4950,99,8
4980,105,22
5010,114,40
5040,121,59
5070,118,72
5092,116,79
5100,117,80
5130,111,89
5160,105,87
5184,114,96
