minuto,pedidos_en_fotografia,h
0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,0,0
180,0,0
210,0,0
240,1,0
270,1,0
300,2,0
330,2,1
360,1,0
390,3,1
420,6,0
450,11,0
480,15,0
510,21,0
540,30,0
570,37,0
574,38,0
600,44,0
630,53,0
660,63,0
690,66,0
720,75,16
750,68,22
780,63,26
810,52,33
840,36,22
870,50,35
900,56,0
930,55,0
960,61,0
990,65,0
1020,69,0
1050,72,0
1080,70,0
1110,74,0
1140,66,0
1170,62,0
1200,59,5
1230,52,10
1260,51,16
1290,41,18
1317,23,20
1320,20,13
1350,20,13
1380,21,0
1410,21,0
1440,18,0
1470,19,0
1500,20,0
1530,20,0
1560,19,0
1590,19,0
1620,18,0
1650,16,0
1680,14,0
1710,13,0
1740,13,0
1770,9,0
1800,2,1
1830,3,2
1839,3,2
1860,4,0
1890,4,0
1920,7,0
1950,17,0
1980,23,0
2010,33,0
2040,40,0
2070,44,0
2100,46,0
2130,50,0
2160,50,2
2190,49,9
2220,51,19
2250,50,23
2277,31,26
2280,27,13
2310,34,20
2340,44,0
2370,43,0
2400,45,0
2430,53,0
2460,58,0
2490,61,0
2520,58,0
2550,59,0
2580,60,0
2610,58,0
2640,59,6
2670,49,10
2700,50,17
2730,36,19
2760,23,12
2790,23,12
2800,24,13
2809,24,13
2820,26,0
2850,23,0
2880,19,0
2881,19,0
2910,19,0
2940,18,0
2970,19,0
3000,18,0
3030,18,0
3060,17,0
3090,16,0
3120,16,0
3150,15,0
3180,15,0
3210,9,2
3240,3,1
3270,6,4
3300,9,0
3330,12,0
3360,14,0
3390,30,0
3420,38,0
3450,42,0
3480,51,0
3506,58,0
3510,60,0
3540,68,0
3570,71,8
3600,75,17
3630,70,28
3660,71,38
3690,67,49
3720,62,62
3750,70,70
3780,77,0
3810,75,0
3840,82,0
3870,83,0
3879,87,0
3900,85,0
3930,90,0
3960,94,0
3990,95,1
4020,93,12
4050,90,17
4080,90,28
4110,79,32
4140,74,38
4152,73,41
4170,68,43
4200,46,39
4230,46,39
